"gene","proteinSearched","EnsemblID","EntrezSummary","GeneCardsSummary","UniProtKB_Summary","todaysDate","healthyControl_2","healthyControl_3","healthyControl_4","healthyControl_5","healthyControl_6","healthyControl_7","healthyControl_8","healthyControl_9","healthyControl_10","healthyControl_13","healthyControl_14","healthyControl_15","healthyControl_16","healthyControl_17","healthyControl_18","healthyControl_19","healthyControl_20","healthyControl_21","acuteLymeDisease_1","acuteLymeDisease_2","acuteLymeDisease_3","acuteLymeDisease_4","acuteLymeDisease_5","acuteLymeDisease_6","acuteLymeDisease_8","acuteLymeDisease_9","acuteLymeDisease_10","acuteLymeDisease_11","acuteLymeDisease_12","acuteLymeDisease_13","acuteLymeDisease_14","acuteLymeDisease_15","acuteLymeDisease_16","acuteLymeDisease_17","acuteLymeDisease_18","acuteLymeDisease_19","acuteLymeDisease_20","acuteLymeDisease_21","acuteLymeDisease_22","acuteLymeDisease_23","acuteLymeDisease_24","acuteLymeDisease_25","acuteLymeDisease_26","acuteLymeDisease_27","acuteLymeDisease_28","Antibodies_1month_1","Antibodies_1month_2","Antibodies_1month_3","Antibodies_1month_4","Antibodies_1month_5","Antibodies_1month_6","Antibodies_1month_7","Antibodies_1month_8","Antibodies_1month_9","Antibodies_1month_10","Antibodies_1month_11","Antibodies_1month_13","Antibodies_1month_14","Antibodies_1month_15","Antibodies_1month_16","Antibodies_1month_17","Antibodies_1month_18","Antibodies_1month_19","Antibodies_1month_20","Antibodies_1month_21","Antibodies_1month_22","Antibodies_1month_23","Antibodies_1month_24","Antibodies_1month_25","Antibodies_1month_26","Antibodies_1month_27","Antibodies_6months_1","Antibodies_6months_2","Antibodies_6months_3","Antibodies_6months_4","Antibodies_6months_5","Antibodies_6months_6","Antibodies_6months_7","Antibodies_6months_8","Antibodies_6months_9","healthy_Median","acuteLymeDisease_Median","antibodies_1month_Median","antibodies_6month_Median","acuteHealthy_foldChange","antibodies_1month_healthy_foldChange","antibodies_6month_healthy_foldchange"
"HEPN1","protein","ENSG00000221932","This gene is expressed in the liver, and encodes a short peptide that is localized predominantly to the cytoplasm. Transient transfection studies showed that expression of this gene significantly inhibited cell growth, and it may have a role in apoptosis. Expression of this gene is downregulated or lost in hepatocellular carcinomas (HCC), suggesting that loss of this gene is involved in carcinogenesis of hepatocytes (PMID:12971969). Also to note is that this gene maps to the 3'-noncoding region of HEPACAM gene (GeneID:220296) on the antisense strand (PMID:15885354). [provided by RefSeq, Aug 2011]","                                            HEPN1 (Hepatocellular Carcinoma, Down-Regulated 1) is a Protein Coding gene.                                            Diseases associated with HEPN1 include Hepatocellular Carcinoma.                                                                                                                                    ","no summary","Fri Aug 28 13:19:07 2020",-0.000216,0.693414,-0.17217875,0.23661971,0.38370275,-0.16232634,0.09404659,0.08230591,0.80533504,-0.019655943,0.35971165,-0.072724104,-0.11095786,0.007131577,0.17373443,0.89982843,-0.28411508,-0.12904072,-0.12610435,-0.31276584,0.18777299,-0.13228059,-0.1730454,0.100230694,-0.29065728,-0.14952397,0.116675615,0.31584525,0.14277053,-0.03043294,0.34408116,-0.3855543,0.5540345,-0.16499925,-0.1392088,-0.2178011,-0.124028444,-0.01378727,0.5536611,0.680099,0.24668789,-0.100465536,-0.022797823,-0.014308453,-0.09744859,0.017295837,-0.27139902,-0.05242896,-0.421108,-0.04202652,-0.20696259,-0.023977041,-0.16331244,0.07189655,-0.09454012,-0.02460885,0.004743099,-0.072794914,-0.15552878,-0.12771583,0.041956663,1.0004554,-0.09012413,0.048861742,0.051215887,0.430418,0.027589321,-0.33471417,0.16841412,0.22661448,0.35838008,0.42583847,0.000216,0.30461597,0.4282658,0.19281578,0.17810917,0.32472396,0.1377573,-0.047558784,-0.000216,-0.12610435,0.017295837,0.42583847,583.816435185185,-80.0733194444445,-1971.47439814815
"HS1BP3","protein","ENSG00000118960","The protein encoded by this gene shares similarity with mouse Hs1bp3, an Hcls1/Hs1-interacting protein that may be involved in lymphocyte activation. [provided by RefSeq, Jul 2008]","                                            HS1BP3 (HCLS1 Binding Protein 3) is a Protein Coding gene.                                            Diseases associated with HS1BP3 include Bell's Palsy and Tremor, Hereditary Essential, 2.                                                                                        Gene Ontology (GO) annotations related to this gene include phosphatidylinositol binding.                                            ","May be a modulator of IL-2 signaling.
                         H1BP3_HUMAN,Q53T59
                         ","Fri Aug 28 13:17:22 2020",0.000426,0.6330457,0.37023592,-0.38521838,0.5938835,-0.3216772,-0.5238955,-0.4170344,-0.15139103,0.9064908,0.44206953,0.42116117,-0.043856144,-0.094599724,0.1808548,0.19797802,-0.45247364,0.11753273,0.3863101,-0.40379143,0.08246422,-0.1760354,-0.15309858,0.11784363,-0.23136473,-0.010531902,0.40609407,0.7505641,0.012195587,-0.19628334,0.18177319,-0.562263,-0.22813082,-0.15023136,0.7105222,0.2287693,0.15799332,0.50190496,-0.16765118,-0.022978783,0.6940484,-0.19008112,-0.18637085,-0.26169252,0.15036535,-0.39202952,-0.07564354,-0.26222944,0.21413183,0.108138084,0.6071615,0.49791718,0.16208744,0.4549365,-0.22498131,-0.3372903,0.081285,-0.36029124,0.121873856,0.6518631,-0.22265816,-0.4000578,0.5060339,0.6431856,-0.11808729,-0.003415585,0.3202567,-0.35505056,0.10445309,-0.037296295,-0.39760494,0.6500797,0.4494052,-0.053186417,0.00221014,-0.35206246,-0.000426,-0.17162514,0.42682838,-0.06229639,0.000426,0.3863101,-0.39202952,0.6500797,906.831220657277,-920.257089201878,1526.00868544601
"KRT83","protein","ENSG00000170523","The protein encoded by this gene is a member of the keratin gene family. As a type II hair keratin, it is a basic protein which heterodimerizes with type I keratins to form hair and nails. The type II hair keratins are clustered in a region of chromosome 12q13 and are grouped into two distinct subfamilies based on structure similarity. One subfamily, consisting of KRTHB1, KRTHB3, and KRTHB6, is highly related. The other less-related subfamily includes KRTHB2, KRTHB4, and KRTHB5. All hair keratins are expressed in the hair follicle; this hair keratin, as well as KRTHB1 and KRTHB6, is found primarily in the hair cortex. [provided by RefSeq, Jul 2008]","                                            KRT83 (Keratin 83) is a Protein Coding gene.                                            Diseases associated with KRT83 include Monilethrix and Erythrokeratodermia Variabilis Et Progressiva 5.                                            Among its related pathways are Developmental Biology and Keratinization.                                            Gene Ontology (GO) annotations related to this gene include structural molecule activity.                                            An important paralog of this gene is KRT81.","no summary","Fri Aug 28 13:18:59 2020",0.000262,0.7292516,-0.66144156,-0.22376871,0.46880102,-0.301394,0.04042673,-0.51893306,0.7614653,-0.09503794,-0.23251867,-0.000262,0.1348846,-0.29939914,0.49549246,0.24720001,-0.30466294,-0.18346906,-0.12250209,-0.08855033,0.3938024,-0.099586725,0.933599,0.013797283,0.5626693,0.031685114,0.000611,-0.28862166,0.19369769,0.33031535,-0.17253089,-0.1012125,-0.044362545,0.54185724,0.41263914,0.26113915,0.16087174,0.29513812,-0.084629774,-0.34287286,0.17002487,-0.45629573,-0.28821206,-0.07030702,-0.19269657,-0.48574543,0.4422264,-0.11485267,-0.013484478,0.24713302,0.7392204,0.15117049,-0.07067847,0.7052491,0.12568974,0.15298271,-0.8455324,-0.12509847,0.14987755,0.5339546,0.12335062,0.010277748,0.81305504,-0.04071498,-0.1326344,0.6656208,-0.188622,-0.27120423,-0.5263417,-0.50355077,-0.08717203,-0.1448183,-0.34745383,0.308995,-0.0791657,0.09371424,0.68821526,0.012399435,-0.012184858,-0.12456775,0.000262,-0.12250209,-0.48574543,-0.1448183,-467.565229007633,-1853.99019083969,-552.741603053435
"KRTAP9-8","protein","ENSG00000187272","This protein is a member of the keratin-associated protein (KAP) family. The KAP proteins form a matrix of keratin intermediate filaments which contribute to the structure of hair fibers. KAP family members appear to have unique, family-specific amino- and carboxyl-terminal regions and are subdivided into three multi-gene families according to amino acid composition: the high sulfur, the ultrahigh sulfur, and the high tyrosine/glycine KAPs. This protein is a member of the ultrahigh sulfur KAP family and the gene is localized to a cluster of KAPs at 17q12-q21. [provided by RefSeq, Jul 2008]","                                            KRTAP9-8 (Keratin Associated Protein 9-8) is a Protein Coding gene.                                            Diseases associated with KRTAP9-8 include Trochlear Nerve Disease and Vulvitis.                                            Among its related pathways are Developmental Biology and Keratinization.                                                                                        An important paralog of this gene is KRTAP9-2.","In the hair cortex, hair keratin intermediate filaments are embedded in an interfilamentous matrix, consisting of hair keratin-associated proteins (KRTAP), which are essential for the formation of a rigid and resistant hair shaft through their extensive disulfide bond cross-linking with abundant cysteine residues of hair keratins. The matrix proteins include the high-sulfur and high-glycine-tyrosine keratins.
                         KRA98_HUMAN,Q9BYQ0
                         ","Fri Aug 28 13:18:52 2020",-5.17e-05,0.19395614,-0.20268989,0.16961694,0.074214935,0.21320367,0.266896,5.17e-05,0.5948336,-0.14186788,0.6210058,0.003663302,-0.009403467,-0.31789088,-0.4490235,0.56200147,-0.3197534,0.31997418,0.07694483,-0.10038996,0.18374372,-0.41092682,0.13037634,0.45484614,-0.5573919,0.04558587,-0.27619195,0.2907045,0.06421876,-0.4755466,0.48269343,-0.27319694,-0.057674885,-0.38724685,-0.2551,-0.42954302,-0.5361898,0.5630305,0.039922476,-0.44621634,-0.12311196,-0.26080728,-0.6081054,-0.32027268,-0.25404835,0.48316216,0.17164946,-0.53537226,0.72783303,-0.093348265,-0.15141273,0.03478861,-0.21178126,-0.07116246,0.1886599,-0.07651973,0.45582747,0.3584988,-0.072146654,0.5882981,-0.18603802,-0.9028318,-0.22363496,0.050761938,-0.40538764,-0.21841526,0.6527884,-0.8440063,-0.18957639,-0.17747498,-0.025238276,0.44053435,0.036673784,0.71745324,1.4358275,0.28155756,0.084139585,0.6457808,-0.036753654,0.3535235,-5.17e-05,0.07694483,0.48316216,0.44053435,-1488.29458413926,-9345.49632495164,-8520.97388781431
"LYVE1","protein","ENSG00000133800","This gene encodes a type I integral membrane glycoprotein. The encoded protein acts as a receptor and binds to both soluble and immobilized hyaluronan. This protein may function in lymphatic hyaluronan transport and have a role in tumor metastasis. [provided by RefSeq, Jul 2008]","                                            LYVE1 (Lymphatic Vessel Endothelial Hyaluronan Receptor 1) is a Protein Coding gene.                                            Diseases associated with LYVE1 include Intramuscular Hemangioma and Middle Cerebral Artery Infarction.                                            Among its related pathways are Cell adhesion_Cell-matrix glycoconjugates and Glycosaminoglycan metabolism.                                            Gene Ontology (GO) annotations related to this gene include hyaluronic acid binding.                                            An important paralog of this gene is CD44.","Ligand-specific transporter trafficking between intracellular organelles (TGN) and the plasma membrane. Plays a role in autocrine regulation of cell growth mediated by growth regulators containing cell surface retention sequence binding (CRS). May act as a hyaluronan (HA) transporter, either mediating its uptake for catabolism within lymphatic endothelial cells themselves, or its transport into the lumen of afferent lymphatic vessels for subsequent re-uptake and degradation in lymph nodes.
                         LYVE1_HUMAN,Q9Y5Y7
                         ","Fri Aug 28 13:17:15 2020",-3.93400000000127e-05,0.179222945,-0.1128505485,0.049182295,0.191133855,-0.06969619,0.31475532,-0.04766536,0.401143555,-0.01389873,0.067897435,0.266683815,-0.126007438,-0.249277115,0.09176278,0.19596553,0.314243555,-0.07412648,-0.20615387,-0.31227529,-0.00603664,-0.21825695,-0.4740448,-0.1195091,0.092168805,0.08962953,-0.299866556,-0.121520995,-0.0316747425,0.13726664,-0.05068803,-0.292251705,0.106568095,-0.042369007,-0.0392138965,-0.11954522,0.099155785,-0.16187811,0.06054032,0.212263703,-0.157108065,-0.00510681,-0.24244988,-0.01679087,-0.233017205,-0.352624415,0.12545967,-0.144952535,0.2496652625,0.20377696,0.199874158,-0.3004319675,-0.117280245,0.31407142,0.07626283,0.6003511,-0.255594135,-0.155067325,-0.364669085,-0.181288005,-0.00130093000000001,-0.08266616,0.152523399,0.016932368,-0.20474612,-0.2004588825,-0.096421,0.25257755,-0.19472277,-0.10917628,-0.127668145,-0.043482065,0.014090415,0.06042278,0.198221205,0.10629511,0.4044506575,0.195753814,0.220476985,0.020308137,-3.93400000000127e-05,-0.20615387,-0.352624415,-0.043482065,5240.31189628707,8963.50826130875,1105.28889171291
"MAP1B","protein","ENSG00000131711","This gene encodes a protein that belongs to the microtubule-associated protein family. The proteins of this family are thought to be involved in microtubule assembly, which is an essential step in neurogenesis. The product of this gene is a precursor polypeptide that presumably undergoes proteolytic processing to generate the final MAP1B heavy chain and LC1 light chain. Gene knockout studies of the mouse microtubule-associated protein 1B gene suggested an important role in development and function of the nervous system. [provided by RefSeq, Jul 2008]","                                            MAP1B (Microtubule Associated Protein 1B) is a Protein Coding gene.                                            Diseases associated with MAP1B include Pyloric Stenosis and Periventricular Nodular Heterotopia.                                            Among its related pathways are Reelin signaling pathway and Lissencephaly gene (LIS1) in neuronal migration and development.                                            Gene Ontology (GO) annotations related to this gene include structural molecule activity and microtubule binding.                                            An important paralog of this gene is MAP1A.","Facilitates tyrosination of alpha-tubulin in neuronal microtubules (By similarity). Phosphorylated MAP1B may play a role in the cytoskeletal changes that accompany neurite extension. Possibly MAP1B binds to at least two tubulin subunits in the polymer, and this bridging of subunits might be involved in nucleating microtubule polymerization and in stabilizing microtubules. Acts as a positive cofactor in DAPK1-mediated autophagic vesicle formation and membrane blebbing.
                         MAP1B_HUMAN,P46821
                         ","Fri Aug 28 13:17:12 2020",6.2e-05,0.115381,-0.25481153,-0.120910406,-0.19541311,0.28930712,0.28272343,-0.028075933,-0.058340073,-0.1128726,0.004801035,-0.12945795,0.16329074,-0.09525609,-0.06442356,0.7216544,0.15739179,-0.15878296,0.41084313,0.031917334,0.014893532,-0.01384449,0.0679903,-0.028648853,-0.15091562,0.16232538,0.2588482,-0.1908207,-0.15636778,-0.007633448,0.030807018,-0.2004478,0.16760087,-0.24190784,-0.13336658,-0.14724302,-0.29217362,0.603714,0.12874031,0.7672658,0.23221421,-0.16227722,-0.17337465,-0.1855259,-0.18003082,0.05042672,-0.18142152,-0.045022964,0.13780618,-0.02665472,0.013239861,0.22611284,0.09562945,0.039659977,-0.08108854,-0.06960988,-0.21733928,-0.06854248,0.15104818,-0.007971764,0.14377022,0.16851091,-0.12856197,-0.15271616,0.013952494,0.18178558,0.029071093,0.16412067,-0.21880388,0.102915525,-0.16467714,0.19584703,-0.27790856,0.06442213,0.79777455,0.3166623,0.60639215,0.3425641,0.07570243,0.063076496,6.2e-05,0.41084313,0.05042672,0.19584703,6626.50209677419,813.334193548387,3158.82306451613
"MFSD3","protein","ENSG00000167700","                                            MFSD3 (Major Facilitator Superfamily Domain Containing 3) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include solute:proton symporter activity.                                            An important paralog of this gene is SLC33A1.","                                            MFSD3 (Major Facilitator Superfamily Domain Containing 3) is a Protein Coding gene.                                                                                                                                    Gene Ontology (GO) annotations related to this gene include solute:proton symporter activity.                                            An important paralog of this gene is SLC33A1.","no summary","Fri Aug 28 13:19:09 2020",-0.00019,0.46613884,0.035366535,-0.21497965,-0.6004114,1.1044044,0.121860504,-0.015094519,0.027844429,-0.23770785,0.4146886,-0.14612794,-0.2793455,-0.16891003,-0.5191002,-0.15541291,-0.39739966,-0.042107344,0.04756689,-0.5954287,0.06449604,0.044020653,0.3348999,0.35897636,0.029603481,0.08673668,0.29480267,0.00019,-0.35541034,-0.11626816,0.2638054,-0.17711043,-0.34408426,-0.2742889,-0.63358927,-0.04859519,0.35564423,-0.048277378,-0.14973783,0.7941351,0.30440617,0.0549469,-0.7111552,0.21792793,0.17083168,0.04766941,0.2932086,-0.5789161,-0.22733355,-0.1838057,-0.0960021,0.6969037,-0.12872505,-0.2494111,0.11416149,0.11799574,-0.15196872,-0.123333216,-0.24590802,1.2060671,-0.12770581,-0.54628634,0.10145283,-0.5016961,-0.048432827,-0.063657284,-0.30928874,-0.34423852,0.17236137,-0.13810635,0.15153503,0.49629974,0.83740807,0.23835373,0.66017675,0.089642525,-0.4435134,-0.25099945,-0.065500736,0.3025961,-0.00019,0.04756689,0.04766941,0.49629974,-250.352052631579,-250.891631578947,-2612.10389473684
"MTNR1B","protein","ENSG00000134640","This gene encodes one of two high affinity forms of a receptor for melatonin, the primary hormone secreted by the pineal gland. This gene product is an integral membrane protein that is a G-protein coupled, 7-transmembrane receptor. It is found primarily in the retina and brain although this detection requires RT-PCR. It is thought to participate in light-dependent functions in the retina and may be involved in the neurobiological effects of melatonin. [provided by RefSeq, Jul 2008]","                                            MTNR1B (Melatonin Receptor 1B) is a Protein Coding gene.                                            Diseases associated with MTNR1B include Diabetes Mellitus, Noninsulin-Dependent and Idiopathic Scoliosis.                                            Among its related pathways are Signaling by GPCR and Peptide ligand-binding receptors.                                            Gene Ontology (GO) annotations related to this gene include G protein-coupled receptor activity and melatonin receptor activity.                                            An important paralog of this gene is MTNR1A.","High affinity receptor for melatonin. Likely to mediate the reproductive and circadian actions of melatonin. The activity of this receptor is mediated by pertussis toxin sensitive G proteins that inhibit adenylate cyclase activity.
                         MTR1B_HUMAN,P49286
                         ","Fri Aug 28 13:17:25 2020",0.000435,0.27687955,0.021103382,-0.42074585,1.0809765,-0.10194397,-0.10107589,-0.2306056,0.14573693,-0.24957156,-0.09264183,0.52356625,0.074376345,0.16925097,0.25168252,0.26151824,-0.19428158,-0.013720036,-0.4392109,0.05172038,0.3914888,-0.33515787,0.1471281,0.5389371,0.3435812,0.4562726,-0.05702448,0.28905725,0.2615168,-0.27164507,-0.002539635,-0.36094785,-0.6430454,0.027305365,0.13173604,-0.093366146,0.056204796,0.26236868,0.029972553,-0.6812506,0.3727193,-0.18784142,-0.27358723,0.09062672,0.29587936,-0.5891905,-0.22824621,-0.28327227,-0.15809965,-0.060494423,0.14162874,0.17753983,0.2949078,-0.07295942,0.19254303,-0.10372734,-0.12467861,0.13527417,0.69500875,0.4241953,0.3825102,-0.516742,0.71503735,-0.16018033,-0.19132018,-0.7317648,0.061181545,-0.50062394,-0.39017463,-0.000434,-0.6188493,-0.037164688,-0.45695734,0.2545433,0.5211258,-0.14504147,-0.690361,0.73720264,0.3485179,0.11247063,0.000435,-0.4392109,-0.5891905,-0.037164688,-1009.68022988506,-1354.46091954023,-85.4360643678161
"NSUN3","protein","ENSG00000178694","                                            NSUN3 (NOP2/Sun RNA Methyltransferase 3) is a Protein Coding gene.                                            Diseases associated with NSUN3 include Cardiomyopathy, Familial Restrictive, 1 and Neuropathy, Hereditary Motor And Sensory, Type Via, With Optic Atrophy.                                                                                        Gene Ontology (GO) annotations related to this gene include RNA binding and methyltransferase activity.                                            An important paralog of this gene is NSUN4.","                                            NSUN3 (NOP2/Sun RNA Methyltransferase 3) is a Protein Coding gene.                                            Diseases associated with NSUN3 include Cardiomyopathy, Familial Restrictive, 1 and Neuropathy, Hereditary Motor And Sensory, Type Via, With Optic Atrophy.                                                                                        Gene Ontology (GO) annotations related to this gene include RNA binding and methyltransferase activity.                                            An important paralog of this gene is NSUN4.","Mitochondrial tRNA methyltransferase that mediates methylation of cytosine to 5-methylcytosine (m5C) at position 34 of mt-tRNA(Met) (PubMed:27497299, PubMed:27214402, PubMed:27356879). mt-tRNA(Met) methylation at cytosine(34) takes place at the wobble position of the anticodon and initiates the formation of 5-formylcytosine (f(5)c) at this position (PubMed:27497299, PubMed:27214402, PubMed:27356879). mt-tRNA(Met) containing the f(5)c modification at the wobble position enables recognition of the AUA codon in addition to the AUG codon, expanding codon recognition in mitochondrial translation (PubMed:27497299, PubMed:27356879).
                         NSUN3_HUMAN,Q9H649
                         ","Fri Aug 28 13:17:16 2020",-2.15e-05,0.087197304,0.4789791,0.07383442,-0.13578606,-0.15080643,-0.33740234,0.49066496,-0.48177338,-0.003272533,-0.09386301,-0.002823353,0.29388762,-0.010222435,0.24562407,-0.33106518,0.18142128,2.15e-05,-0.07414627,-0.023761272,-0.23822021,-0.39020157,-0.5987277,-0.33871222,-0.03499174,-0.75908566,-0.08775282,0.09818792,0.3428855,0.031288624,-0.38380194,-0.15337801,0.13321733,0.5546522,0.27627182,0.5268574,0.10682058,0.09960604,0.07931757,-1.4561296,-0.30692482,0.32183933,0.64489317,0.5997629,-0.08097458,0.05802679,0.0999012,0.5601907,-0.5447345,0.004226208,-0.1715846,-0.43599558,-0.025612354,-0.4116478,0.3680992,0.037017822,0.13552666,-0.30403328,0.18143845,-0.7341571,-0.038778782,-0.8656459,0.94416714,-0.49738455,-0.15440321,0.24015665,0.3029461,0.8374281,0.027475834,0.31137514,0.06264639,0.24441767,-0.023589611,0.048678875,-0.35657263,-1.6401968,-0.13068533,0.30690908,0.2800994,0.23038197,-2.15e-05,-0.07414627,0.05802679,0.24441767,3448.66372093023,-2698.92046511628,-11368.2637209302
"OAS2","protein","ENSG00000111335","This gene encodes a member of the 2-5A synthetase family, essential proteins involved in the innate immune response to viral infection. The encoded protein is induced by interferons and uses adenosine triphosphate in 2'-specific nucleotidyl transfer reactions to synthesize 2',5'-oligoadenylates (2-5As). These molecules activate latent RNase L, which results in viral RNA degradation and the inhibition of viral replication. The three known members of this gene family are located in a cluster on chromosome 12. Alternatively spliced transcript variants encoding different isoforms have been described. [provided by RefSeq, Jul 2008]","                                            OAS2 (2'-5'-Oligoadenylate Synthetase 2) is a Protein Coding gene.                                            Diseases associated with OAS2 include Tick-Borne Encephalitis and Microphthalmia With Limb Anomalies.                                            Among its related pathways are Interferon gamma signaling and Innate Immune System.                                            Gene Ontology (GO) annotations related to this gene include RNA binding and transferase activity.                                            An important paralog of this gene is OAS3.","Interferon-induced, dsRNA-activated antiviral enzyme which plays a critical role in cellular innate antiviral response (PubMed:10464285, PubMed:9880569). Activated by detection of double stranded RNA (dsRNA): polymerizes higher oligomers of 2'-5'-oligoadenylates (2-5A) from ATP which then bind to the inactive monomeric form of ribonuclease L (RNASEL) leading to its dimerization and subsequent activation (PubMed:10464285, PubMed:9880569, PubMed:11682059). Activation of RNASEL leads to degradation of cellular as well as viral RNA, resulting in the inhibition of protein synthesis, thus terminating viral replication (PubMed:10464285, PubMed:9880569). Can mediate the antiviral effect via the classical RNASEL-dependent pathway or an alternative antiviral pathway independent of RNASEL (PubMed:21142819). In addition, it may also play a role in other cellular processes such as apoptosis, cell growth, differentiation and gene regulation (PubMed:21142819). May act as a negative regulator of lactation, stopping lactation in virally infected mammary gland lobules, thereby preventing transmission of viruses to neonates (By similarity). Non-infected lobules would not be affected, allowing efficient pup feeding during infection (By similarity).
                         OAS2_HUMAN,P29728
                         ","Fri Aug 28 13:17:23 2020",-0.000778,-0.16517925,-0.1943798,0.17296028,0.035952568,-0.777812,0.011847019,0.49169922,-0.037379265,-0.09880495,0.28036165,-0.36328697,0.050129414,0.31282568,-0.051404953,0.11650181,0.063776016,0.26546,0.6671257,0.19234848,-0.1821413,-0.000106,0.5242753,0.27333975,0.23640537,-0.38946247,0.6238494,0.16634941,0.0806427,0.09661436,0.58134365,-0.16876602,0.11263895,0.6259794,-0.054703236,0.3135023,0.3870783,-0.24036121,-0.6917958,-0.3517866,0.97508574,0.3235979,0.82038593,0.2560892,0.5328374,0.29000092,-0.4146142,0.3782935,0.29693413,0.13238525,-0.34019947,-0.10871506,0.19469786,-0.23261118,-0.29896307,-0.2084732,-0.5516591,0.023136139,0.05071163,0.18588924,-0.27139902,0.014187813,1.4805155,0.09632158,0.22542763,-0.44625998,-0.328588,-0.35901117,0.37456608,0.23808575,-0.24419737,0.001704216,-0.046127796,-0.29507828,-0.09375,0.03322506,-0.4239502,-0.029480934,-0.16403294,-0.07873678,-0.000778,0.6671257,0.29000092,0.001704216,-857.488046272494,-372.751825192802,-2.19050899742931
"ODF3B","protein","ENSG00000177989","                                            ODF3B (Outer Dense Fiber Of Sperm Tails 3B) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ODF3.","                                            ODF3B (Outer Dense Fiber Of Sperm Tails 3B) is a Protein Coding gene.                                                                                                                                                                                An important paralog of this gene is ODF3.","no summary","Fri Aug 28 13:18:51 2020",-0.000254,-0.0928154,-0.090910435,-0.23384428,0.017903328,0.001400948,0.36852694,-0.21240497,0.037308693,0.08966923,-0.3742628,0.001574516,-0.15487957,-0.17338061,-0.041809082,0.100494385,-0.22105551,-0.03409028,0.36474848,-0.3094244,-0.1384244,-0.18276525,0.024141788,0.14736748,0.18063378,-0.043012857,0.23048162,0.31910157,0.07541847,0.2066698,0.04555106,-0.2949772,0.13954258,-0.14306474,0.51858664,0.31024837,0.6395154,0.38754416,-0.10817814,0.9536991,-0.02623558,-0.10661602,0.19079256,0.18913698,0.19463491,-0.01640439,0.099187374,-0.05537033,-0.28336978,-0.4091537,0.1268735,-0.007778168,0.057170153,0.24369907,-0.08210111,0.13511753,-0.29321527,-0.00029,0.20993996,0.5524802,0.18543386,-0.35294604,0.17095351,0.51369953,0.000291,-0.058609486,-0.34766293,-0.5026736,-0.013548851,-0.090149164,-0.42463446,-0.15823817,0.23195171,0.17532778,0.025749207,0.03349161,-0.44411254,-0.51472497,0.03472042,0.022754192,-0.000254,0.36474848,-0.01640439,-0.15823817,-1436.01763779528,64.5842125984252,622.984921259843
"PRCP","protein","ENSG00000137509","This gene encodes a member of the peptidase S28 family of serine exopeptidases. The encoded preproprotein is proteolytically processed to generate the mature lysosomal prolylcarboxypeptidase. This enzyme cleaves C-terminal amino acids linked to proline in peptides such as angiotension II, III and des-Arg9-bradykinin. The cleavage occurs at acidic pH, but the enzyme activity is retained with some substrates at neutral pH. This enzyme has been shown to be an activator of the cell matrix-associated prekallikrein. The importance of angiotension II, one of the substrates of this enzyme, in regulating blood pressure and electrolyte balance suggests that this gene may be related to essential hypertension. A pseudogene of this gene has been identified on chromosome 2. Alternative splicing results in multiple transcript variants, at least one of which encodes an isoform that is proteolytically processed. [provided by RefSeq, Jan 2016]","                                            PRCP (Prolylcarboxypeptidase) is a Protein Coding gene.                                            Diseases associated with PRCP include Pyruvate Kinase Deficiency Of Red Cells and Congenital Nonspherocytic Hemolytic Anemia.                                            Among its related pathways are Collagen chain trimerization and Formation of Fibrin Clot (Clotting Cascade).                                            Gene Ontology (GO) annotations related to this gene include serine-type peptidase activity and serine-type carboxypeptidase activity.                                            An important paralog of this gene is DPP7.","Cleaves C-terminal amino acids linked to proline in peptides such as angiotensin II, III and des-Arg9-bradykinin. This cleavage occurs at acidic pH, but enzymatic activity is retained with some substrates at neutral pH.
                         PCP_HUMAN,P42785
                         ","Fri Aug 28 13:19:04 2020",-0.000305,-0.27438784,-0.030995846,0.45544672,-0.07719755,-0.36888885,0.0990901,0.06313896,-0.41533375,0.3309946,-0.5263891,0.03818655,-0.1450243,0.13200378,0.056426525,-0.46392822,0.0543108,-0.27118874,0.016057491,0.2881317,-0.6220875,0.008392334,0.5372343,0.123832226,0.1029129,0.11419439,0.3632183,-0.053995132,0.25725603,0.2345233,-0.13037157,-0.53210783,0.38104153,0.012082577,-0.005553722,-0.3703003,0.18891382,-0.26691818,0.15752697,-0.08171654,0.22682905,0.14700985,0.98084784,0.13055086,0.4361601,0.3487873,0.055178165,0.21927261,-0.08948851,0.48872757,0.11759806,-0.26966238,-0.026201248,0.000305,-0.060606003,-0.5812764,-0.09370947,-0.19635677,-0.34013557,-0.24478054,-0.22799969,0.50041056,-0.23394299,-0.32053137,-0.10499382,0.08308029,-0.5353832,0.31220102,0.1259594,0.36787271,0.13906097,-0.3471961,0.3074584,-0.24561071,-0.4738617,0.7048907,-0.40177345,0.12239981,-0.060453415,-0.08016205,-0.000305,0.016057491,0.3487873,-0.3471961,-52.6475114754098,-1143.56491803279,1138.34786885246
